"DAT","Trait","Intercept","Gvar","Expvar","GxEvar","Repvar","evar","H2","WL"
14,"VNIR_Plant_Spectrum_X739.68",0.109266306172153,2.28189095997927e-05,0.000426480229041822,0,2.65087950490574e-05,0.000253793137283826,0.0312758718532505,739.68
14,"VNIR_Plant_Spectrum_X740.82",0.110102413416717,2.32420160988344e-05,0.000432356613680344,1.20872464060964e-06,2.63514993477237e-05,0.0002564397584995,0.0314251753766725,740.82
14,"VNIR_Plant_Spectrum_X741.96",0.110906559893578,2.41394845770576e-05,0.000431746186216649,3.77305371171883e-07,2.82651270383704e-05,0.00025759480103987,0.0325276102368477,741.96
14,"VNIR_Plant_Spectrum_X743.1",0.111660006781556,2.30442822949571e-05,0.000433557707349054,2.51239698402416e-06,3.00626153332032e-05,0.000259950568461945,0.0307614927080302,743.1
14,"VNIR_Plant_Spectrum_X744.24",0.112419325761001,2.29001869149456e-05,0.000435356970423732,1.79297865336909e-07,3.29807894956445e-05,0.000260956085094752,0.030437265660657,744.24
14,"VNIR_Plant_Spectrum_X745.39",0.113069049472485,2.39468808297773e-05,0.000441459389630349,2.70305146195103e-06,2.80645183977963e-05,0.000263336292864993,0.0315293763486215,745.39
14,"VNIR_Plant_Spectrum_X746.53",0.11356619003491,2.28281228452152e-05,0.000439206914083069,0,3.25445282543353e-05,0.000267055637639833,0.029972515399261,746.53
14,"VNIR_Plant_Spectrum_X747.67",0.114161769521051,2.38830913520556e-05,0.00044651285118584,0,3.48744720210821e-05,0.000264885564514886,0.0310107199073826,747.67
14,"VNIR_Plant_Spectrum_X748.81",0.114637875041325,2.42381003537504e-05,0.000447720452391597,1.30177460646926e-06,3.33799675934224e-05,0.000266185792914955,0.0313629427558029,748.81
14,"VNIR_Plant_Spectrum_X749.95",0.115237964281214,2.35999738025529e-05,0.000446045124407718,2.50032095302362e-06,3.03578189310847e-05,0.000270790760899361,0.0305187597902773,749.95
14,"VNIR_Plant_Spectrum_X751.09",0.11585098626311,2.4502114263697e-05,0.000444305705156742,7.39401040723973e-18,3.15909250222283e-05,0.000273009864624466,0.0316806846684195,751.09
14,"VNIR_Plant_Spectrum_X752.23",0.116288782772832,2.36917643756538e-05,0.000444725523836114,2.52790462998408e-16,3.44672018731082e-05,0.000273934209684395,0.0304984475562741,752.23
14,"VNIR_Plant_Spectrum_X753.37",0.116841477179342,2.47242054513224e-05,0.000443349140686171,0,3.10208709148677e-05,0.000275002665207719,0.0319394200104988,753.37
14,"VNIR_Plant_Spectrum_X754.52",0.117430505491461,2.44174388371959e-05,0.000449212892421212,3.53500098928559e-06,3.1300732331616e-05,0.000270474776831287,0.0313469746854947,754.52
14,"VNIR_Plant_Spectrum_X755.66",0.1180136002846,2.37344800937804e-05,0.000443469928856726,1.10664728724522e-06,3.32440420392583e-05,0.000275108560581335,0.030559534778116,755.66
14,"VNIR_Plant_Spectrum_X756.8",0.118533894353652,2.45210911113069e-05,0.000439797426136478,2.13774831629974e-06,3.35144589686301e-05,0.000273336172389649,0.0317093914575144,756.8
14,"VNIR_Plant_Spectrum_X757.94",0.11917797544556,2.49380989834617e-05,0.000430892359676322,1.05537121078054e-06,3.15588333021564e-05,0.000278716338526885,0.0325069951786035,757.94
14,"VNIR_Plant_Spectrum_X759.08",0.119472650279763,2.50558433492056e-05,0.000429600791171586,0,3.35045612173337e-05,0.000276334137003885,0.0327743575089438,759.08
14,"VNIR_Plant_Spectrum_X760.22",0.120240048063837,2.53034522054781e-05,0.000419927394404643,4.01152990047379e-06,3.15947482798518e-05,0.000279159717915772,0.0332941543748746,760.22
14,"VNIR_Plant_Spectrum_X761.36",0.121083638870898,2.50768760727347e-05,0.000431661461363452,5.82013516986004e-07,3.30205441959168e-05,0.000284586179933948,0.0323603044454829,761.36
14,"VNIR_Plant_Spectrum_X762.5",0.12176480504991,2.42558680155795e-05,0.000434876776959649,0,3.38247180034749e-05,0.000285679591027398,0.0311517041296109,762.5
14,"VNIR_Plant_Spectrum_X763.64",0.122347067014493,2.42090895277769e-05,0.000427396857712663,0,3.87825329957857e-05,0.000281653757996382,0.0313572086200846,763.64
14,"VNIR_Plant_Spectrum_X764.79",0.123054734047756,2.39228681410257e-05,0.000428523820096964,3.1912274128332e-06,2.85652871332581e-05,0.000293622985277686,0.0307560590118958,764.79
14,"VNIR_Plant_Spectrum_X765.93",0.123789176109135,2.57121826109664e-05,0.000424407794288541,3.3557803081033e-06,3.13097492648959e-05,0.000288774037305367,0.0332387892021789,765.93
14,"VNIR_Plant_Spectrum_X767.07",0.124496090661068,2.52206101999364e-05,0.000428141638113531,2.19185453222871e-06,3.42760658042086e-05,0.00029039246326761,0.0323248892921152,767.07
